	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_moderately 	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D0_Severe	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_moderately 	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D30_Severe	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_moderately 	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	D7_Severe	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS	GIS
Q9Y376	7.87036	8.75154	9.94895	7.39661	8.283818631	8.377276525	9.91199	8.11426	6.35931	9.14924	8.7492	7.42794	7.2724	8.85674	10.0958	7.35667	7.50779	7.98755	8.1824527	9.6471	9.66374	8.65678	7.15381	6.8392	7.71356	7.78986	8.79799	9.33405	9.11192	9.38651	9.45779	9.09751	6.81378	7.75489	6.96116	7.42878	7.38024	8.333385812	8.373906239	8.275267899	7.85175	8.2182	8.16771689	9.22086	8.52982	7.5744	8.0864	9.26772	9.20848	10.3175	8.63227	8.27519	7.39746	7.26303	8.240616513	7.51806	7.76885	8.25787979	9.83131	8.61029	7.12722	8.04002	9.30401	8.74012	10.0918	9.00197	8.96434	7.87406	8.13391	7.15583	7.07788	8.307824289	7.71425	8.69139	10.1114	9.06447	7.86233	6.91886	8.46597	7.27798	8.349126631	8.323434826	9.63898	8.82337	6.98527	8.04549	9.13878
P61163	10.6962	9.04439	9.36872	8.57932	6.54689	10.0971	10.3498	9.27868	9.8381	10.2505	10.0756	10.3297	10.4849	8.9334	9.02237	8.49145	9.68247	10.9116	6.28725	10.3654	10.5971	9.51846	10.0633	10.2878	10.6771	10.5158	9.96996	10.0916	10.9031	9.43254	7.15684	7.1416	10.8681	9.7812	9.31628	8.57667	8.82972	5.64674	9.74937	9.73775	10.5109	8.97011	6.72656	9.80864	9.54978	10.1273	10.3964	10.0771	9.29485	9.17343	6.71425	10.0079	8.49625	11.6387	10.1312	10.4903	10.0443	6.08958	10.0978	9.52337	10.1126	10.515	10.2415	9.17767	9.1166	7.23649	7.52748	10.5182	9.82591	8.60696	9.34873	9.83684	10.2026	9.3837	9.14873	7.3733	10.6359	8.88844	9.03974	8.95913	6.22304	9.76951	10.3514	9.49745	10.0077	10.5787	10.0053
P30626	9.90644	8.43421	7.95361	8.654208064	7.824	9.89921	9.84972	9.72622	10.1662	7.95303	8.874071383	9.55382	10.149	8.66711	7.79896	7.79961	8.777894729	8.641181245	6.96347	9.48623	9.06717	9.78169	10.3974	9.99265	7.86975	8.06985	8.618146859	8.834722916	9.50243	7.96694	8.14517	7.64313	8.593027542	8.571514703	8.63735	7.90989	8.745361168	8.09329	9.24959	9.25503	10.2114	8.856231781	6.67666	9.07575	10.0827	10.4572	8.09856	8.985812826	8.6893	7.89178	7.21917	8.87979941	7.98925	8.683442828	9.63118	10.1541	8.758605849	7.4822	9.39853	9.9431	10.0169	8.15279	8.831231407	8.18041	8.37374	7.732	7.68299	8.69493636	8.668057387	7.78333	8.645326258	9.79328	10.3457	8.50819	8.36194	7.92955	8.628292305	7.71768	8.812148898	8.690793578	7.71768	9.49805	9.29967	10.0788	10.3224	8.20457	8.914631978
Q9Y608	8.70943	8.35359	7.41363	5.90448	7.968254849	7.92244	7.58571	8.30925	7.995348439	7.882763547	9.80494	8.83857	8.837	8.45861	7.76752	6.94134	7.957384034	6.21335	7.852900221	7.19377	7.49585	7.53761	8.011056909	7.982920307	7.959313961	7.992390089	8.91169	9.35293	8.28309	7.58421	9.06878	8.69384	7.853039121	7.805186188	6.60733	7.62059	6.63517	7.926175886	7.62425	7.36632	8.26209	7.948956829	7.860270171	6.32733	7.64386	8.06625247	7.877056128	9.24579	8.75722	7.68299	8.73573	7.928718528	6.96232	7.57516	8.16591	8.71115	7.878617407	7.841431229	7.10643	7.68299	7.898126686	7.931673666	8.81282	8.67772	7.61692	8.92035	8.91199	7.89790281	7.818429546	7.80349	6.61471	7.78594	8.52709	8.30561	7.35931	8.71528	7.858088493	7.67243	7.89248479	6.15381	7.911612533	7.43796	7.2211	8.16591	7.92036792	7.920190837	9.10538
P29466	8.85112	10.5555	9.30902	8.26068	8.80607	6.59694	9.71373	9.65446	7.06824	8.94339	8.53372	8.31288	8.28633	10.2689	8.24555	9.31447	9.99704	8.88539	8.75489	9.33293	8.83952	9.55957	8.21723	6.98641	9.03837	9.43505	9.1153	8.83794	9.84486	8.15431	9.78676	9.95594	8.82559	8.81954	9.78414	9.31356	7.40429	8.78953	6.85674	6.58045	8.56453	9.50104	9.68947	9.35138	9.71321	8.39832	9.86016	9.42501	10.6131	8.97642	9.88676	10.2335	9.67596	9.07735	6.61176	8.70183	10.293	9.85003	9.18686	9.75706	7.72656	9.60251	8.77906	10.2913	8.34074	9.70131	9.6961	9.30811	8.90448	8.97842	8.19771	6.6879	8.36938	10.0725	8.83479	9.91004	9.08879	9.07548	9.53041	7.82782	8.43003	7.02791	9.39489	9.8716	8.10434	9.64979	8.90719
Q8TCJ2	7.14771	6.4446	8.78365	7.75422	8.74651	7.909677982	7.67455	8.32057	8.76022	5.51728	8.88874	8.69488	7.97039	7.24982	8.90989	8.61139	8.0502301	7.70943	9.69697	8.42291	7.98356	6.93074	7.66463	7.39318	5.93782	5.95884	9.65195	8.98413	5.99548	9.7866	9.80203	9.84439	7.04221	8.0045	9.57686	8.5263	7.33002	9.34319	8.127931782	8.202021144	7.22786	7.952536554	9.63281	7.65893	6.88874	7.34252	6.11478	8.8645	5.82528	8.54226	10.0206	6.70736	8.67596	8.35931	8.204497356	7.54535	8.010878507	10.05	7.99266	6.66959	8.41151	5.80735	8.90509	7.18388	9.3253	9.45224	9.78333	8.56224	8.072	8.97298	7.12722	8.094173094	7.92303	6.49185	9.0954	9.73064	8.10486	8.49865	8.006187524	7.47492	8.81218	8.137820192	8.30652	6.88753	7.59544	6.17592	9.04712
Q9Y230	8.87774	10.0474	9.057697615	9.37461	9.83162	7.82591	10.0181	9.63099	8.77972	8.42038	9.39318	8.68335	8.82877	9.90644	8.930498753	10.2916	7.40684	9.29806	9.34696	9.73522	9.61747	8.97039	8.93251	8.62644	8.26491	8.3637	9.26983	9.08826	9.73369	8.83004387	9.82448	10.0041	7.8857	6.86419	9.9993	10.034	9.05664	9.84706	7.82845	7.57061	9.16138	7.40769	9.95347	9.7413	9.1046	8.94281	8.32193	9.43817	10.1277	8.928529248	9.80752	7.66178	10.1965	9.5343	7.65392	8.78529	7.16088	9.7199	9.84093	9.1153	8.9472	8.25267	9.28748	9.71235	8.884156322	10.0192	10.0115	6.62352	6.3733	9.77264	9.13186	7.88142	8.77446	9.75422	8.989117882	10.0848	6.88996	9.89694	7.22014	9.41764	9.65875	7.91229	9.79198	8.99548	8.94486	8.30561	9.17742
P54578	9.27984	7.46352	9.92867	9.34541	5.65821	8.96521	9.85767	9.0232	9.09117	8.90117	9.46781	9.09249	9.18066	7.25361	9.34607	6.40429	10.1171	9.43484	6.43962	9.42206	9.41236	9.26162	9.91184	9.46984	8.35535	8.67525	9.83684	9.97413	7.55766	9.32868	9.55516	9.45286	9.61342	9.13109	6.77873	7.26959	8.77017	4.72247	8.95216	8.82814	9.45861	9.72007	8.489795503	9.6182	9.23242	9.82305	8.82146	9.88432	7.42794	9.78267	9.2114	9.48502	5.83289	10.0123	8.60548	9.38629	10.0522	5.20555	9.53411	9.30606	9.70165	8.81346	9.64674	7.42038	9.58195	9.51175	9.43129	8.8716	9.3505	6.50144	9.33316	8.98071	9.12257	7.34341	9.65732	9.57856	9.28864	7.11582	9.66089	9.02956	5.67243	9.06043	9.35645	9.09882	9.80462	8.83226	9.90298
P61019	9.40705	8.60585	9.07146	9.94866	7.79766	8.86295	8.48422	9.39275	9.44045	9.29875	9.62443	9.38133	9.35931	9.44564	9.53391	6.01792	8.62022	10.1468	8.25408	8.82655	8.60288	9.53586	8.86357	8.93281	9.81554	9.54689	9.31922	9.62315	9.64566	9.39318	10.3415	9.69035	8.02126	7.57592	4.03562	6.02901	9.96996	8.36807	9.02181	9.00927	9.224	9.21505	7.0864	7.63952	9.51096	8.58684	9.46862	9.49105	9.20114	9.41595	9.88707	7.95594	6.47411	10.3534	9.24603	9.29002	8.95274	8.2341	8.40897	9.27659	8.94661	9.51235	9.55363	9.72537	9.51531	9.58703	9.77033	7.79181	7.57743	6.75889	9.86697	9.30355	9.1982	9.44377	8.94222	9.70321	7.72792	6.04876	8.72962	9.90041	7.90268	9.02818	8.64133	9.33136	8.69035	9.53294	9.38759
Q9H939	9.30058	8.6994	8.75154	8.03892	8.47492	8.35315	8.53138	7.6893	8.79701	8.46066	8.15532	10.2417	9.97154	8.87437	8.57818	9.16842	9.78562	7.67455	9.19402	8.90479	9.53683	8.21286	8.41278	8.04712	7.32373	7.87652	8.80929	8.93369	9.42354	9.86155	8.74618	8.6319	9.886	10.2816	9.78283	8.89785	8.46148	8.55229	8.45697	8.84612	8.82273	8.28123	8.67101	8.15178	8.14313	7.89845	8.34385	8.40472	8.271	8.26585	8.40386	9.48402	8.73505	9.01987	9.59712	9.66089	9.86898	8.89966	8.5345	7.75489	9.24008	7.81186	8.44377	8.88753	8.93987	8.70736	8.39532	9.61526	10.4671	9.15127	8.87682	8.67596	9.50859	8.93752	9.03947	8.62205	9.73081	8.85362	8.633	7.71973	8.43171	8.79507	9.03947	8.45779	8.70217	8.21286	8.92125
P0DMN0	7.96	7.33002	6.33985	8.54071	7.652764773	7.84046	7.615237132	7.520975227	7.429638966	7.415568054	5.88996	7.72315	7.90147	7.24603	6.62644	7.55075	7.688202865	9.08242	7.84480621	7.426520019	7.517703892	7.484449243	7.631515471	7.476552459	7.470494706	7.442356451	5.4363	5.62352	6.71836	6.16189	8.3505	8.22641	9.21262	9.18809	7.88264	8.11061	7.98071	7.644517295	7.82018	7.94017	7.95768	7.581203836	7.771662761	7.637987213	7.54054175	7.483864256	7.568400355	5.9542	7.20945	6.11686	8.05365	9.16189	7.72315	8.97499	7.61029	8.2317	7.706460876	7.753113518	7.426286303	7.529133318	7.516905213	7.594433852	5.76818	7.20945	6.61176	8.79701	8.37156	9.14389	9.49845	7.95361	8.33673	7.57743	7.6388	7.08852	6.74281	8.54728	8.86635	7.71905	7.660422377	7.96982	7.596474374	7.61985	7.471384094	7.561083256	7.495530767	7.509422779	5.96809
Q9H4A4	9.72349	7.78725	7.56072	7.710403238	7.58195	7.840657433	8.09276	7.3837	7.656381638	6.96809	5.8679	9.38565	9.2114	7.53761	7.71562	8.37243	7.730866725	7.660459291	7.35931	7.99718	7.85985	7.8936	7.880060528	7.695295701	7.82909	7.84549	6.10224	6.4822	7.63517	7.23649	8.10905	8.31877	7.640795017	6.93428	8.04821	8.32373	7.737544607	7.27146	7.652276942	7.712748773	9.83905	7.76046987	7.2114	7.58421	7.69627	7.848460403	7.48543	6.66534	8.06232	7.54226	7.96463	7.04658	8.40727	7.676326715	7.739954451	9.68018	7.785938571	7.51885	7.90026	7.86295	7.740648007	7.49985	6.94017	7.52904	7.56605	8.21675	7.92005	6.88996	7.34961	8.18686	7.71288721	7.766942461	9.57818	7.62571	7.43962	8.30378	6.40599	8.20163	7.761187005	7.706535862	7.14466	7.747239568	8.11061	7.70321	7.708413681	7.83731	6.3147
Q9NVI7	7.27705	8.66249	8.05962	6.03122	8.37634	9.38003	8.14721	9.85767	8.7761	8.08215	6.19771	8.21432	7.49985	10.4408	7.89542	8.71356	9.49865	5.80735	7.05853	8.56529	8.49305	9.60028	8.1809	8.08055	7.17692	7.17891	7.29002	6.98071	10.3534	8.68229	5.47573	5.7761	7.873943163	6.70736	9.20041	8.83542	7.72656	6.80219	9.81762	9.63934	7.24603	10.7189	6.92719	6.91169	9.8586	8.21868	6.848	6.87529	9.51017	8.09329	6.1375	6.13545	8.48744	7.26303	9.78349	7.43879	9.47188	6.87897	7.72792	9.80429	8.62753	7.46597	6.42459	9.75138	8.50502	5.31832	5.97269	7.18587	6.49025	8.73471	7.01569	9.75154	7.37764	9.51728	8.18239	5.49506	6.95536	8.94075	9.45409	7.40344	7.72996	9.73149	8.36413	10.0596	8.21237	7.14057	6.95187
P46779	10.0787	9.3837	10.4964	10.2882	11.1277	9.222492754	6.52669	7.7046	10.1628	10.2016	4.01792	10.6071	10.4806	10.2979	9.55823	9.62278	11.4003	10.4887	10.0641	8.40429	7.42122	7.77083	9.58271	9.37916	9.13545	9.87437	7.26679	4.7866	9.96751	9.81906	10.1334	10.4597	10.7722	10.5683	11.7601	8.83447	8.68615	10.2317	9.342132649	9.399062703	9.47594	9.68405	11.1056	6.08746	9.25408	9.32755	10.901	5.55766	8.77446	10.0584	11.3234	9.52904	10.1204	10.78	9.354159044	10.0178	11.8223	10.4505	7.76885	8.38414	10.3778	9.64422	5.84298	10.2103	10.0535	9.58571	9.48945	9.91767	9.27659	9.10066	9.40386	9.325625092	10.3641	9.75505	10.0712	10.355	10.1258	9.2053	9.75739	9.02569	10.1299	9.416534328	7.90026	8.85144	9.80009	9.80993	5.25172
P00505	9.01987	10.4775	10.328	9.49325	10.4273	10.3235	9.99464	11.8946	10.2976	8.78365	10.4566	9.0542	9.2503	9.89209	10.248	8.89087	10.5603	9.09566	10.0968	9.41891	9.37569	10.5664	9.85112	9.77758	8.55459	8.95652	9.98428	9.7738	10.5142	10.1464	10.5641	9.97398	8.82559	8.8716	8.39917	9.35513	7.83668	10.5241	9.95391	9.9359	9.51629	10.2517	10.4879	10.0955	10.6339	10.507	8.85643	10.0881	10.2864	10.7372	9.98285	10.3908	8.73505	8.21237	9.8181	9.13134	10.7882	10.1085	9.86774	10.7215	10.0039	9.70477	9.89239	10.0719	10.4416	10.4332	9.82988	9.63027	9.35711	8.89361	9.24603	10.0512	9.26936	10.133	10.3667	10.2789	9.82972	9.08428	10.2851	8.56415	10.5054	9.80623	9.59991	10.6438	9.9976	8.97241	10.0761
P46109	9.93458	8.3733	6.51412	9.9587	8.43962	9.39403	8.44377	9.89951	7.00338	8.38759	8.02901	9.71218	9.73877	8.31107	6.97728	9.18884	9.04631	10.2847	9.18264	8.28448	8.29002	10.0178	7.01681	6.98641	8.78529	8.83573	7.6453	8.04821	8.40173	6.94251	9.57743	9.49245	6.76288	6.87283	8.75989	9.00731	10.2839	9.11894	9.17418	9.25786	9.59264	8.18884	9.41891	7.87098	9.83257	7.54689	8.51373	8.02015	8.54612	6.37851	9.53819	6.31288	9.07521	10.4604	9.44253	9.80703	9.04958	9.63245	8.32418	9.98868	7.05311	9.10643	8.17542	8.2635	6.92005	9.84502	9.76188	6.17193	6.49506	9.16516	9.85097	9.37764	9.49005	8.37025	7.06393	9.59973	6.1639	8.88661	8.70113	9.58703	8.55267	9.31175	8.33985	10.0133	7.01569	8.82845	7.91707
P30048	9.96939	9.70304	9.76967	10.6069	10.0137	9.25974	10.0125	11.3539	9.80574	10.2711	10.2913	9.69471	9.76918	9.80639	9.49005	9.73674	10.5534	9.79474	9.91618	9.84078	9.62699	10.0023	9.76238	9.84031	9.53877	9.69209	9.6397	9.5542	11.1021	9.42249	9.90779	9.99915	11.7051	9.85487	11.0374	10.6104	10.0599	9.32193	9.14975	8.93458	10.0024	9.80687	10.4916	10.5621	9.92318	9.8009	9.55651	9.64404	10.3399	9.71579	9.70719	10.3128	10.2257	9.8645	8.8759	10.2582	10.6773	9.89436	9.85362	10.028	9.45841	9.58346	9.46107	9.83983	9.38349	9.87129	10.0863	10.0794	9.76039	10.2195	10.2762	9.34696	9.86171	10.1481	9.89345	10.0611	10.1913	10.4128	9.8986	10.0607	9.87851	9.11582	9.94339	10.1897	9.7151	9.69174	9.76487
Q6ZNJ1	8.82496	8.6453	7.99774	8.2484	8.20261	5.97499	9.07762	6.99887	6.97957	6.28725	8.45615	9.3906	9.0728	8.50581	8.55957	6.28725	7.42962	8.52787	8.6435	9.20677	8.93517	8.05853	6.69627	7.93133	7.33896	7.28355	8.65785	8.75756	8.22689	8.58909	8.54844	8.64458	9.79442	9.04631	5.03562	6.1918	8.15178	8.56872	5.95884	6.12722	9.06124	7.82464	9.34274	8.74382	7.79116	6.77215	7.05094	8.76686	8.67384	8.61397	8.3837	8.88966	6.13134	9.39382	6.19377	9.15127	7.60363	9.00056	9.20359	7.97039	6.84674	7.40088	8.69732	8.56148	8.60585	8.81346	9.22665	9.07119	9.10643	6.36807	8.19081	6.23458	9.17916	8.45656	8.39746	8.67596	8.83857	6.00225	7.72383	8.08958	8.50978	6.56224	9.04139	7.77281	7.03452	7.30561	8.6879
P15144	5.6837	8.48864	8.64782	7.792302813	7.814065868	7.820375917	9.31266	9.6001	7.76222	8.195873239	8.85425	6.42122	5.27426	8.06447	9.04139	5.7252	8.059706267	7.898314546	7.835061637	10.1808	9.63045	9.98911	6.96578	7.76222	8.420614385	8.355410726	9.49185	9.22183	7.46352	7.49346	8.76951	8.94134	7.952408953	7.820482086	6.18785	5.61176	7.750844073	8.004188326	8.221271388	7.892624796	4.73335	8.214955451	7.863227732	9.53586	9.92822	6.7761	7.991898394	8.85674	9.00197	8.24508	8.1467	8.059454923	6.52826	8.06975621	7.798101127	5.16591	8.114871221	8.041625428	9.72775	9.75255	7.49745	8.152900284	9.62224	8.55919	8.49905	8.35843	8.95855	8.098666349	7.736222226	5.79961	7.872899003	7.972550625	5.73606	8.54496	8.32553	8.70113	7.958303332	5.51096	8.133174155	7.907627744	8.050624556	7.943716691	9.64169	9.52532	7.50383	8.186537192	9.19943
Q03519	8.67384	7.82782	9.75539	8.75221	9.06717	8.80122	8.95449	8.05962	10.4796	9.42185	8.85331	9.05745	8.67455	8.86697	9.56091	10.0102	8.912255406	8.1298	9.48603	9.95681	9.82018	8.74786	9.76072	10.1732	8.42417	8.4814	9.6851	9.17043	7.66676	10.703	9.38392	9.33539	8.789481705	6.06393	10.343	9.70736	9.07575	8.58459	9.70684	9.25432	8.70563	8.909296469	7.91707	9.88432	8.95565	9.35909	8.76288	9.28864	6.93428	9.50997	9.80268	5.32912	9.73589	7.57516	9.04193	8.49705	8.925986563	7.82845	9.70096	8.66356	10.2357	8.41405	8.78463	8.04712	10.1117	8.73098	8.91199	6.48382	6.12722	9.79669	8.52003	9.62972	8.66924	7.96751	9.95594	9.12024	6.08958	9.78398	8.900386384	8.76487	8.61434	9.43879	9.6453	8.41109	9.9297	8.51057	9.08667
Q9Y3F4	7.8189	8.08428	7.21626	7.70321	6.59694	9.50004	6.06824	9.55651	7.565742514	6.91528	6.65821	7.56834	7.79312	8.06124	7.31016	6.50779	7.570272644	7.87036	7.41616	6.02459	5.89239	9.72229	7.680475733	7.721670501	6.70044	6.92481	6.25361	6.29462	8.1982	7.30378	9.08454	9.47371	7.632421432	7.569109487	5.75756	6.18587	7.77149	7.16289	9.96232	10.1144	7.93664	7.570806378	7.50541	6.02901	9.81746	7.710717569	6.90569	6.40769	7.97097	7.26115	9.12774	7.74394562	6.15381	6.92837	9.74601	7.91707	7.568384199	8.14262	5.69209	9.94251	7.530195497	6.92362	6.07468	7.92955	7.37069	9.28679	9.30355	7.595948256	7.803845505	6.4822	8.0433	9.52591	7.96174	7.88631	7.52435	9.41701	7.642619703	6.21529	7.611857494	7.92896	6.51885	9.55708	6.02901	9.98271	7.579797485	6.90569	6.46597
P61586	9.31945	9.16641	10.3864	10.2915	10.8965	10.1518	9.80042	8.70217	8.11061	8.31061	8.69801	9.83605	9.19279	9.08561	10.3751	9.97613	7.84109	9.50522	10.7581	10.0193	10.0274	9.6101	8.4187	7.96463	9.36763	9.1316	9.39017	9.63263	8.42038	10.3349	9.88478	9.73149	7.95536	10.1362	9.29002	9.33114	9.62589	10.372	9.19229	9.18165	9.14032	9.16591	10.1477	7.98356	9.9431	8.67878	9.69157	9.28008	9.86357	10.4787	9.90899	10.3647	9.72622	9.01987	10.0661	9.67895	7.80993	10.7169	9.36479	9.49526	9.01346	8.82114	9.71167	9.86573	10.6497	9.63463	9.27053	10.3161	9.837	9.67119	10.2053	9.45697	9.25974	9.52884	10.0852	9.61232	9.65803	9.79067	9.4446	9.73386	10.5635	9.93752	9.73251	9.43171	8.80993	9.53021	9.17991
P32455	7.39661	6.59096	9.20701	7.70321	8.87375	7.64727085	7.2854	8.49305	5.38198	5.63517	7.622133111	6.89482	7.05528	7.17991	9.03397	9.27193	8.91498	8.28263	8.00338	7.85798	7.16892	9.21237	6.38024	5.83289	5.86295	6.46597	7.910462345	7.753078011	5.88996	7.98698	9.47208	10.2103	8.96636	7.8759	9.85097	9.24911	7.00113	8.40599	7.872724419	7.816937814	7.54226	8.17193	8.16792	7.32733	9.37569	4.99548	6.89724	7.619183451	6.18785	9.19697	10.0063	7.69139	8.86419	8.35931	7.720852769	7.45697	9.06124	8.16038	7.35755	9.14949	6.2211	6.2854	7.879347368	6.32912	8.80832	8.98271	9.44108	8.08268	7.05961	8.73877	7.60437	7.861063449	7.35579	6.33271	8.66427	9.6886	8.32328	9.0381	8.2724	7.67948	8.21965	7.879717455	7.33718	9.05962	5.86295	6.63081	7.754603815
P31323	7.76022	8.5588	8.16541	8.24317	8.327742437	9.48824	7.72315	8.280168137	8.22352	8.298368118	8.81858	8.20261	8.09856	8.56491	8.7039	8.394822036	8.247168123	8.65714	8.472487821	7.62571	7.72724	8.167272693	8.31243	8.3097	8.239844906	8.263628428	8.1179	8.32418	8.09223	8.47127	6.84172	6.06609	8.78823	8.57894	8.283497194	8.278035744	9.482	8.414617471	10.1173	10.1068	8.00113	8.263505838	8.324179893	7.55842	8.17564193	7.93192	8.325633564	8.21043	8.44377	8.27798	7.05637	8.88417	8.367395717	8.63372	9.66071	8.01792	8.253392753	8.409140823	7.80025	8.266891384	8.51964	8.337333001	8.60288	8.51294	8.90418	7.11686	6.91289	8.80993	8.50422	8.417160612	8.75489	9.76885	8.1127	8.3336	8.51412	6.05094	8.75989	8.37187566	8.33762788	8.61912	8.34860747	9.68703	7.77149	8.226691173	8.32418	8.267711115	8.3443
P18621	9.35887	8.11061	10.3812	10.1511	10.7001	5.90207	7.29094	7.73742	9.84486	9.96593	8.93634	9.75505	9.48563	9.4672	9.27496	10.0633	8.55036	10.1677	8.94574	9.49305	8.83257	8.43003	9.66089	9.08693	9.28771	9.96881	10.7	9.8889	7.07682	9.78774	9.74802	10.2229	10.0896	10.2458	10.3014	9.6719	9.42059	7.79051	7.9384	6.26491	9.12567	9.41912	10.0359	6.80219	9.62826	9.25172	10.4853	10.5707	7.47249	9.52532	10.7287	9.53722	10.7053	9.44936	5.77083	9.07601	8.53916	9.69992	8.06717	8.92214	10.3693	9.77742	9.87774	10.0835	9.97169	9.06905	9.0561	10.5776	8.57061	9.20775	9.49625	8.20163	9.56624	8.86388	9.89194	9.76752	10.1784	9.31402	9.65285	10.1481	9.04876	7.96751	9.18438	8.99294	9.75372	9.99039	9.8756
Q9P2R7	10.2593	9.53197	9.37959	10.142	8.8805	9.07842	9.66658	10.24	9.28147	9.97255	9.54419	10.3162	10.3375	9.65946	9.0359	9.32688	7.88631	9.91782	9.72212	9.51787	9.45203	9.53469	8.74349	8.65213	9.15886	9.20994	9.38866	9.05121	8.77808	9.36982	10.169	10.1527	9.33025	9.48523	8.95594	9.09856	9.5345	9.24911	8.97011	8.96809	10.2277	7.64097	9.03342	9.84533	9.42962	9.072	9.43003	9.02292	9.47025	9.2555	10.0269	9.53177	9.29783	10.5291	8.67136	10.2376	7.79636	9.49386	9.48603	9.544	9.07387	9.29347	9.07334	9.24484	9.20188	10.0681	10.0678	9.21116	9.26209	9.21359	9.76934	8.82496	10.2793	9.33606	9.19057	10.2568	9.30675	9.16867	7.57818	9.88524	8.98812	8.93634	9.43212	9.5265	8.93487	9.42312	9.00675
Q9NYF8	8.17692	9.92184	9.8933	5.16189	9.47675	9.49345	8.85736	10.2634	9.54844	8.42333	9.58082	8.19623	8.03232	9.65141	9.44605	8.6994	6.96694	5.30378	9.10381	8.28263	8.20408	9.6719	9.17941	9.63408	7.95826	8.39874	9.00619	8.6987	9.6077	9.01653	9.40386	9.4731	9.71682	8.38629	8.61361	8.45574	6.3733	8.78431	9.30127	9.12722	8.54612	6.83036	8.26209	8.67807	10.1855	9.71545	8.67349	9.43463	9.93281	10.0526	9.46984	9.21893	9.13494	8.352957913	8.81057	7.79507	6.9331	8.00056	8.48099	9.84518	9.41638	8.10171	9.01848	9.85798	9.74382	9.14568	9.07948	8.68755	7.32823	8.37112	5.65821	9.30172	8.33405	9.52982	9.59358	9.55171	8.54303	8.44626	6.97499	6.80735	9.54206	9.51491	8.62242	9.76255	9.27473	8.38672	9.10983
Q9UHX1	7.96405	8.06286	7.91468	7.501651934	7.725356688	7.814476166	7.81361831	7.47411	7.611144474	7.500967773	8.23362	7.53294	8.06447	7.82782	7.69627	5.31107	7.516922327	7.546774545	7.621714376	7.567000049	7.561846298	7.97842	7.734683226	7.592971045	7.582093519	7.600612571	8.02015	7.82209	7.09276	6.83289	7.78856	7.58871	8.68299	8.2341	4.66676	5.51412	7.653653538	7.703660347	7.463957666	7.597932021	8.23936	7.590712833	7.477847306	7.689016432	7.74886	7.854133025	7.518957442	8.3996	8.13288	7.97384	7.3336	9.4672	4.71149	7.550943724	7.639185404	8.39146	7.430315002	7.518350451	7.570877981	7.85674	7.459665906	7.563592643	7.98356	7.62571	7.62278	7.39917	7.59694	8.47005	8.00113	5.99322	7.517146327	7.535005253	7.91468	7.66249	7.62278	7.59021	8.61949	5.32912	7.595265195	7.448726879	7.549528316	7.453593348	7.560738603	7.70321	7.576250726	7.460055728	8.18834
Q15005	9.23912	7.966061614	6.56834	8.57705	5.6837	6.69209	6.07468	7.56682	9.6489	9.76769	6.00899	9.63535	9.25338	8.08749719	6.7252	8.98613	8.031755397	8.91049	6.32733	7.83479	7.30925	7.82591	9.03974	8.85362	9.35072	9.46046	6.14771	5.41616	8.147386436	6.77083	9.85222	9.78005	8.41447	9.17393	8.15583	8.4475	9.82972	6.06824	7.92955	6.85798	8.79701	7.961803474	5.46271	5.42291	8.50343	8.4208	9.45286	5.60881	7.830073541	6.04221	10.2311	8.3906	8.91946	8.91289	6.61176	9.31107	8.088003805	6.72928	6.66249	7.71081	9.30127	9.5072	5.9472	8.029995147	7.76885	9.09381	9.04111	9.34829	8.90629	9.02486	9.0954	7.18388	9.35909	8.022970516	7.01792	9.11452	8.73843	8.52904	8.047938648	8.84235	5.54535	7.12619	7.01569	8.30788	8.95274	9.26679	5.52982
